"","int","age","period","cohort","y","c.cohort","c.period","age2"
"412",1,23,21,-2,-16.8950997402624,-3.1826,-6.1206,5
"413",1,24,4,-20,-28.3099324740888,14.8174,10.8794,6
"414",1,22,9,-13,-22.76146082365,7.8174,5.8794,4
"415",1,19,18,-1,-13.3247785210743,-4.1826,-3.1206,1
"416",1,21,25,4,-11.865582740994,-9.1826,-10.1206,3
"417",1,22,1,-21,-27.4161929439825,15.8174,13.8794,4
"418",1,23,16,-7,-19.731640223005,1.8174,-1.1206,5
"419",1,19,11,-8,-17.8883570795821,2.8174,3.8794,1
"420",1,20,28,8,-8.98444854984571,-13.1826,-13.1206,2
"421",1,17,25,8,-6.35260009620805,-13.1826,-10.1206,-1
"422",1,18,17,-1,-12.9159131018961,-4.1826,-2.1206,0
"423",1,17,23,6,-7.74719998161983,-11.1826,-8.1206,-1
"424",1,19,19,0,-12.901299816972,-5.1826,-4.1206,1
"425",1,16,28,12,-3.46586221983626,-17.1826,-13.1206,-2
"426",1,20,0,-20,-25.3257501232301,14.8174,14.8794,2
"427",1,21,15,-6,-17.669811327915,0.8174,-0.1206,3
"428",1,20,1,-19,-24.8666981687766,13.8174,13.8794,2
"429",1,18,29,11,-5.49923144582285,-16.1826,-14.1206,0
"430",1,24,8,-16,-25.9896854543498,10.8174,6.8794,6
"431",1,23,15,-8,-20.4675717318975,2.8174,-0.1206,5
"432",1,18,29,11,-5.56923661274285,-16.1826,-14.1206,0
"433",1,14,25,11,-2.53680982337949,-16.1826,-10.1206,-4
"434",1,22,25,3,-12.9202802291672,-8.1826,-10.1206,4
"435",1,23,15,-8,-20.1760633830052,2.8174,-0.1206,5
"436",1,13,17,4,-5.99642508667364,-9.1826,-2.1206,-5
"437",1,21,12,-9,-19.7858651392077,3.8174,2.8794,3
"438",1,27,27,0,-18.2514746668301,-5.1826,-12.1206,9
"439",1,10,24,14,1.52593590299799,-19.1826,-9.1206,-8
"440",1,11,16,5,-3.99386223281208,-10.1826,-1.1206,-7
"441",1,25,18,-7,-21.3295775896511,1.8174,-3.1206,7
"442",1,20,3,-17,-23.7100811045186,11.8174,11.8794,2
"443",1,22,16,-6,-18.544708753761,0.8174,-1.1206,4
"444",1,17,22,5,-8.24946400950154,-10.1826,-7.1206,-1
"445",1,19,8,-11,-19.1482184682491,5.8174,6.8794,1
"446",1,31,0,-31,-40.1782177370139,25.8174,14.8794,13
"447",1,17,30,13,-3.46298575606278,-18.1826,-15.1206,-1
"448",1,23,11,-12,-22.8987445578812,6.8174,3.8794,5
"449",1,13,23,10,-2.3951280500245,-15.1826,-8.1206,-5
"450",1,20,5,-15,-22.4800796874128,9.8174,9.8794,2
"451",1,15,0,-15,-18.7890055060029,9.8174,14.8794,-3
"452",1,15,9,-6,-13.5443516865501,0.8174,5.8794,-3
"453",1,22,1,-21,-27.27038879044,15.8174,13.8794,4
"454",1,28,4,-24,-33.4136617579982,18.8174,10.8794,10
"455",1,14,16,2,-8.21733810786549,-7.1826,-1.1206,-4
"456",1,23,27,4,-13.2501672336088,-9.1826,-12.1206,5
"457",1,20,12,-8,-18.4632835926287,2.8174,2.8794,2
"458",1,13,2,-11,-15.1579562709172,5.8174,12.8794,-5
"459",1,25,28,3,-15.3573428578927,-8.1826,-13.1206,7
"460",1,25,29,4,-14.8048355807095,-9.1826,-14.1206,7
"461",1,28,30,2,-18.0537452711063,-7.1826,-15.1206,10
"462",1,15,13,-2,-11.3052256488477,-3.1826,1.8794,-3
"463",1,14,0,-14,-17.5462249687996,8.8174,14.8794,-4
"464",1,27,9,-18,-29.2350457058115,12.8174,5.8794,9
"465",1,19,24,5,-9.66141323020062,-10.1826,-9.1206,1
"466",1,15,15,0,-9.96986068832727,-5.1826,-0.1206,-3
"467",1,18,24,6,-8.520435495477,-11.1826,-9.1206,0
"468",1,7,17,10,2.01052203865456,-15.1826,-2.1206,-11
"469",1,24,30,6,-12.8521446179461,-11.1826,-15.1206,6
"470",1,23,7,-16,-25.0992619340881,10.8174,7.8794,5
"471",1,11,6,-5,-10.22185695606,-0.1826,8.8794,-7
"472",1,27,16,-11,-25.1311823319559,5.8174,-1.1206,9
"473",1,19,9,-10,-18.8916181448565,4.8174,5.8794,1
"474",1,19,30,11,-6.22615491233365,-16.1826,-15.1206,1
"475",1,18,20,2,-10.683511609285,-7.1826,-5.1206,0
"476",1,18,0,-18,-22.8764984124801,12.8174,14.8794,0
"477",1,19,20,1,-12.0240786691051,-6.1826,-5.1206,1
"478",1,29,17,-12,-27.1541278655938,6.8174,-2.1206,11
"479",1,14,22,8,-4.42267053368875,-13.1826,-7.1206,-4
"480",1,22,26,4,-12.6655847795008,-9.1826,-11.1206,4
"481",1,28,10,-18,-30.0697639381053,12.8174,4.8794,10
"482",1,18,12,-6,-15.7280363358809,0.8174,2.8794,0
"483",1,16,17,1,-10.1786576587103,-6.1826,-2.1206,-2
"484",1,12,13,1,-7.24049763703147,-6.1826,1.8794,-6
"485",1,15,4,-11,-16.6769607265729,5.8174,10.8794,-3
"486",1,23,11,-12,-23.0790612811002,6.8174,3.8794,5
"487",1,18,28,10,-6.1160773969261,-15.1826,-13.1206,0
"488",1,23,2,-21,-28.3293926727074,15.8174,12.8794,5
"489",1,22,16,-6,-18.4355221157464,0.8174,-1.1206,4
"490",1,13,17,4,-6.00838745751948,-9.1826,-2.1206,-5
"491",1,27,26,-1,-19.2660769550518,-4.1826,-11.1206,9
"492",1,24,8,-16,-25.9205317145662,10.8174,6.8794,6
"493",1,20,5,-15,-22.2783534259261,9.8174,9.8794,2
"494",1,20,10,-10,-19.4425117587941,4.8174,4.8794,2
"495",1,11,12,1,-6.69853386183338,-6.1826,2.8794,-7
"496",1,24,14,-10,-22.3506057263948,4.8174,0.8794,6
"497",1,21,1,-20,-26.0718875373363,14.8174,13.8794,3
"498",1,14,20,6,-5.65729434220676,-11.1826,-5.1206,-4
"499",1,25,1,-24,-31.2961871877342,18.8174,13.8794,7
"500",1,21,4,-17,-24.3193034713817,11.8174,10.8794,3
"501",1,15,2,-13,-18.0913786161507,7.8174,12.8794,-3
"502",1,15,4,-11,-16.7154284175955,5.8174,10.8794,-3
"503",1,14,27,13,-1.60956756286067,-18.1826,-12.1206,-4
"504",1,20,23,3,-11.6121241418211,-8.1826,-8.1206,2
"505",1,21,27,6,-10.3538327857757,-11.1826,-12.1206,3
"506",1,16,8,-8,-15.5183025205587,2.8174,6.8794,-2
"507",1,22,9,-13,-22.5813295038919,7.8174,5.8794,4
"508",1,13,25,12,-1.55753056464369,-17.1826,-10.1206,-5
"509",1,17,6,-11,-17.8155217513632,5.8174,8.8794,-1
"510",1,24,13,-11,-23.0989597202913,5.8174,1.8794,6
"511",1,20,1,-19,-24.7386261414177,13.8174,13.8794,2
"512",1,22,18,-4,-17.21003030951,-1.1826,-3.1206,4
"513",1,19,17,-2,-14.1623910584225,-3.1826,-2.1206,1
"514",1,12,6,-6,-11.5489351883298,0.8174,8.8794,-6
"515",1,19,21,2,-11.7176168223715,-7.1826,-6.1206,1
"516",1,17,19,2,-10.1281320828615,-7.1826,-4.1206,-1
"517",1,15,0,-15,-19.2738193140117,9.8174,14.8794,-3
"518",1,20,29,9,-8.2970182869738,-14.1826,-14.1206,2
"519",1,19,27,8,-8.22449925732308,-13.1826,-12.1206,1
"520",1,26,18,-8,-22.3177322998143,2.8174,-3.1206,8
"521",1,14,13,-1,-9.83041413681756,-4.1826,1.8794,-4
"522",1,18,2,-16,-21.4794934654373,10.8174,12.8794,0
"523",1,22,11,-11,-21.5579122963932,5.8174,3.8794,4
"524",1,19,4,-15,-21.8623093231575,9.8174,10.8794,1
"525",1,19,9,-10,-18.9483357226281,4.8174,5.8794,1
"526",1,15,6,-9,-15.3772918434822,3.8174,8.8794,-3
"527",1,20,20,0,-13.6886377436361,-5.1826,-5.1206,2
"528",1,22,5,-17,-25.0726951044511,11.8174,9.8794,4
"529",1,21,1,-20,-26.3593704728342,14.8174,13.8794,3
"530",1,21,3,-18,-25.0477470724243,12.8174,11.8794,3
"531",1,23,26,3,-13.7259645703535,-8.1826,-11.1206,5
"532",1,30,26,-4,-22.7024909124084,-1.1826,-11.1206,12
"533",1,24,16,-8,-21.0926232668369,2.8174,-1.1206,6
"534",1,18,2,-16,-21.7491846441771,10.8174,12.8794,0
"535",1,25,9,-16,-26.6880743303719,10.8174,5.8794,7
"536",1,18,6,-12,-19.3152604035381,6.8174,8.8794,0
"537",1,22,2,-20,-26.8251552235705,14.8174,12.8794,4
"538",1,15,14,-1,-10.5988679209587,-4.1826,0.8794,-3
"539",1,22,2,-20,-26.771445498096,14.8174,12.8794,4
"540",1,12,21,9,-2.40009447897999,-14.1826,-6.1206,-6
"541",1,21,16,-5,-17.3432635249364,-0.1826,-1.1206,3
"542",1,16,5,-11,-17.2961231660816,5.8174,9.8794,-2
"543",1,25,1,-24,-31.3945846990131,18.8174,13.8794,7
"544",1,20,25,5,-10.6009083172023,-10.1826,-10.1206,2
"545",1,26,10,-16,-27.1707177432261,10.8174,4.8794,8
"546",1,16,20,4,-8.29233324731492,-9.1826,-5.1206,-2
"547",1,19,6,-13,-20.7844006380652,7.8174,8.8794,1
"548",1,22,4,-18,-25.6841785257461,12.8174,10.8794,4
"549",1,22,0,-22,-27.7712092380887,16.8174,14.8794,4
"550",1,20,28,8,-8.82974992113139,-13.1826,-13.1206,2
"551",1,17,7,-10,-17.0507416509818,4.8174,7.8794,-1
"552",1,19,15,-4,-14.9534353287302,-1.1826,-0.1206,1
"553",1,10,18,8,-1.48459856118323,-13.1826,-3.1206,-8
"554",1,9,23,14,2.63684105149291,-19.1826,-8.1206,-9
"555",1,19,18,-1,-13.3148012646036,-4.1826,-3.1206,1
"556",1,13,25,12,-1.46580190129675,-17.1826,-10.1206,-5
"557",1,21,25,4,-12.1497364576454,-9.1826,-10.1206,3
"558",1,24,10,-14,-24.5367540453031,8.8174,4.8794,6
"559",1,19,13,-6,-16.4619797435578,0.8174,1.8794,1
"560",1,15,21,6,-6.50522995859797,-11.1826,-6.1206,-3
"561",1,24,9,-15,-25.3695605585722,9.8174,5.8794,6
"562",1,24,5,-19,-27.4039565671773,13.8174,9.8794,6
"563",1,27,27,0,-18.3135520935486,-5.1826,-12.1206,9
"564",1,11,15,4,-4.82520257967522,-9.1826,-0.1206,-7
"565",1,22,26,4,-12.5236553879438,-9.1826,-11.1206,4
"566",1,25,9,-16,-26.5333555881025,10.8174,5.8794,7
"567",1,18,9,-9,-17.3239709714901,3.8174,5.8794,0
"568",1,30,24,-6,-24.1509279724778,0.8174,-9.1206,12
"569",1,17,8,-9,-16.5747835485166,3.8174,6.8794,-1
"570",1,20,13,-7,-17.5802999342002,1.8174,1.8794,2
"571",1,15,6,-9,-15.5214084624179,3.8174,8.8794,-3
"572",1,15,27,12,-2.82596852611675,-17.1826,-12.1206,-3
"573",1,21,26,5,-11.0719207251207,-10.1826,-11.1206,3
"574",1,20,4,-16,-22.8863880973495,10.8174,10.8794,2
"575",1,14,9,-5,-12.47164193972,-0.1826,5.8794,-4
"576",1,24,8,-16,-25.8689785845282,10.8174,6.8794,6
"577",1,20,0,-20,-25.4589291590072,14.8174,14.8794,2
"578",1,27,11,-16,-27.7318618112499,10.8174,3.8794,9
"579",1,14,0,-14,-17.4769218082017,8.8174,14.8794,-4
"580",1,13,21,8,-3.64047133831115,-13.1826,-6.1206,-5
"581",1,21,24,3,-12.4886228156767,-8.1826,-9.1206,3
"582",1,25,30,5,-14.0306174068378,-10.1826,-15.1206,7
"583",1,23,4,-19,-27.1742492088336,13.8174,10.8794,5
"584",1,17,8,-9,-17.0005250755979,3.8174,6.8794,-1
"585",1,21,18,-3,-15.8518062807514,-2.1826,-3.1206,3
"586",1,29,30,1,-19.0481479089063,-6.1826,-15.1206,11
"587",1,27,22,-5,-21.4458988470946,-0.1826,-7.1206,9
"588",1,20,7,-13,-21.4405439725919,7.8174,7.8794,2
"589",1,16,20,4,-8.25177784162839,-9.1826,-5.1206,-2
"590",1,23,0,-23,-29.4371760391928,17.8174,14.8794,5
"591",1,24,16,-8,-20.8453387947741,2.8174,-1.1206,6
"592",1,20,25,5,-10.5220401435966,-10.1826,-10.1206,2
"593",1,23,20,-3,-17.327919379087,-2.1826,-5.1206,5
"594",1,23,5,-18,-26.2243702446784,12.8174,9.8794,5
"595",1,25,2,-23,-30.5061273178608,17.8174,12.8794,7
"596",1,31,3,-28,-37.7625997288938,22.8174,11.8794,13
"597",1,16,5,-11,-17.4169368960688,5.8174,9.8794,-2
"598",1,17,17,0,-11.3094628542616,-5.1826,-2.1206,-1
"599",1,19,27,8,-7.89383010130224,-13.1826,-12.1206,1
"600",1,23,18,-5,-18.4902607109887,-0.1826,-3.1206,5
"601",1,20,15,-5,-16.7622640173524,-0.1826,-0.1206,2
"602",1,22,12,-10,-20.7633840913978,4.8174,2.8794,4
"603",1,11,21,10,-1.1866394652112,-15.1826,-6.1206,-7
"604",1,24,15,-9,-21.6924122287645,3.8174,-0.1206,6
"605",1,26,14,-12,-24.8812249439257,6.8174,0.8794,8
"606",1,22,27,5,-11.9285811698195,-10.1826,-12.1206,4
"607",1,9,24,15,3.06465662903556,-20.1826,-9.1206,-9
"608",1,26,8,-18,-28.4230579037799,12.8174,6.8794,8
"609",1,20,14,-6,-17.3368213990251,0.8174,0.8794,2
"610",1,20,15,-5,-16.4860447922776,-0.1826,-0.1206,2
"611",1,18,23,5,-8.95678092300808,-10.1826,-8.1206,0
"612",1,17,27,10,-5.4379654721405,-15.1826,-12.1206,-1
"613",1,21,1,-20,-26.2384828321708,14.8174,13.8794,3
"614",1,27,17,-10,-24.4722263019569,4.8174,-2.1206,9
"615",1,19,15,-4,-15.185308504729,-1.1826,-0.1206,1
"616",1,25,27,2,-15.9637546029767,-7.1826,-12.1206,7
"617",1,14,29,15,-0.218487438538993,-20.1826,-14.1206,-4
"618",1,19,2,-17,-22.8458754384622,11.8174,12.8794,1
"619",1,25,3,-22,-30.177212123054,16.8174,11.8794,7
"620",1,19,30,11,-6.65617286537173,-16.1826,-15.1206,1
"621",1,22,6,-16,-24.2824199560305,10.8174,8.8794,4
"622",1,22,20,-2,-16.0662652580773,-3.1826,-5.1206,4
"623",1,16,12,-4,-13.0455048567288,-1.1826,2.8794,-2
"624",1,19,29,10,-6.47307773025967,-15.1826,-14.1206,1
"625",1,26,6,-20,-29.5943122421196,14.8174,8.8794,8
"626",1,25,16,-9,-22.3346079225397,3.8174,-1.1206,7
"627",1,20,12,-8,-18.2216644219024,2.8174,2.8794,2
"628",1,18,23,5,-9.25204378683939,-10.1826,-8.1206,0
"629",1,20,26,6,-9.86782439428074,-11.1826,-11.1206,2
"630",1,19,21,2,-11.5351337130579,-7.1826,-6.1206,1
"631",1,10,20,10,-0.118899806221385,-15.1826,-5.1206,-8
"632",1,26,27,1,-17.2677867274262,-6.1826,-12.1206,8
"633",1,21,3,-18,-25.2110390655516,12.8174,11.8794,3
"634",1,26,6,-20,-29.9309638739586,14.8174,8.8794,8
"635",1,18,29,11,-5.87425172701434,-16.1826,-14.1206,0
"636",1,21,22,1,-13.6821465585142,-6.1826,-7.1206,3
"637",1,20,16,-4,-15.8706997474063,-1.1826,-1.1206,2
"638",1,14,20,6,-5.65503256525942,-11.1826,-5.1206,-4
"639",1,23,18,-5,-18.5556940099811,-0.1826,-3.1206,5
"640",1,22,29,7,-10.8930756901427,-12.1826,-14.1206,4
"641",1,27,26,-1,-18.7192841740203,-4.1826,-11.1206,9
"642",1,16,14,-2,-11.764831911678,-3.1826,0.8794,-2
"643",1,22,10,-12,-22.024168239,6.8174,4.8794,4
"644",1,20,17,-3,-15.2193973472048,-2.1826,-2.1206,2
"645",1,15,1,-14,-18.0749453970025,8.8174,13.8794,-3
"646",1,24,7,-17,-26.3936601890123,11.8174,7.8794,6
"647",1,23,10,-13,-23.5192384805328,7.8174,4.8794,5
"648",1,21,7,-14,-22.4863094351327,8.8174,7.8794,3
"649",1,19,12,-7,-17.0550725929934,1.8174,2.8794,1
"650",1,19,4,-15,-21.7671923323232,9.8174,10.8794,1
"651",1,14,26,12,-2.12791169531468,-17.1826,-11.1206,-4
"652",1,17,19,2,-10.411146249142,-7.1826,-4.1206,-1
"653",1,22,10,-12,-22.3570225636055,6.8174,4.8794,4
"654",1,23,7,-16,-25.3681581129878,10.8174,7.8794,5
"655",1,21,13,-8,-18.7633123548258,2.8174,1.8794,3
"656",1,23,14,-9,-20.9852772415411,3.8174,0.8794,5
"657",1,22,26,4,-12.4672197683371,-9.1826,-11.1206,4
"658",1,19,29,10,-6.84667647064444,-15.1826,-14.1206,1
"659",1,24,26,2,-15.4600585517395,-7.1826,-11.1206,6
"660",1,19,18,-1,-13.3873815494548,-4.1826,-3.1206,1
"661",1,22,7,-15,-24.003995598837,9.8174,7.8794,4
"662",1,19,8,-11,-19.5500585440773,5.8174,6.8794,1
"663",1,19,9,-10,-18.9820909446272,4.8174,5.8794,1
"664",1,29,14,-15,-28.6902169621412,9.8174,0.8794,11
"665",1,17,7,-10,-17.6230024371384,4.8174,7.8794,-1
"666",1,18,3,-15,-21.2329892154663,9.8174,11.8794,0
"667",1,19,23,4,-10.3562790720433,-9.1826,-8.1206,1
"668",1,18,27,9,-6.98433392616368,-14.1826,-12.1206,0
"669",1,21,20,-1,-14.7455356038078,-4.1826,-5.1206,3
"670",1,24,20,-4,-18.8025843639386,-1.1826,-5.1206,6
"671",1,29,20,-9,-25.4007071900771,3.8174,-5.1206,11
"672",1,31,11,-20,-33.2380394214169,14.8174,3.8794,13
"673",1,18,15,-3,-13.8723180704398,-2.1826,-0.1206,0
"674",1,18,27,9,-6.71144846752771,-14.1826,-12.1206,0
"675",1,17,28,11,-4.73729140600732,-16.1826,-13.1206,-1
"676",1,13,24,11,-1.83880307509104,-16.1826,-9.1206,-5
"677",1,25,12,-13,-24.5229661920842,7.8174,2.8794,7
"678",1,12,15,3,-6.03768543304066,-8.1826,-0.1206,-6
"679",1,28,26,-2,-20.627045814074,-3.1826,-11.1206,10
"680",1,23,1,-22,-28.7737671777234,16.8174,13.8794,5
"681",1,20,2,-18,-24.3777095706367,12.8174,12.8794,2
"682",1,23,18,-5,-18.7089394199783,-0.1826,-3.1206,5
"683",1,24,21,-3,-18.0656150361161,-2.1826,-6.1206,6
"684",1,12,27,15,1.0984354282877,-20.1826,-12.1206,-6
"685",1,14,4,-10,-15.4369778766565,4.8174,10.8794,-4
"686",1,23,11,-12,-22.7306412705582,6.8174,3.8794,5
"687",1,16,24,8,-5.78544680754997,-13.1826,-9.1206,-2
"688",1,25,11,-14,-25.3689929329072,8.8174,3.8794,7
"689",1,17,22,5,-8.3325203937811,-10.1826,-7.1206,-1
"690",1,25,1,-24,-31.4977272932056,18.8174,13.8794,7
"691",1,22,7,-15,-23.6593919509236,9.8174,7.8794,4
"692",1,16,27,11,-3.6603199445408,-16.1826,-12.1206,-2
"693",1,22,12,-10,-20.6720866749771,4.8174,2.8794,4
"694",1,15,26,11,-3.29058760111668,-16.1826,-11.1206,-3
"695",1,15,7,-8,-14.7964110388951,2.8174,7.8794,-3
"696",1,22,20,-2,-16.2940605390926,-3.1826,-5.1206,4
"697",1,20,16,-4,-15.8032183356239,-1.1826,-1.1206,2
"698",1,17,28,11,-5.07474391305155,-16.1826,-13.1206,-1
"699",1,22,5,-17,-25.178296501897,11.8174,9.8794,4
"700",1,19,3,-16,-22.7385930233263,10.8174,11.8794,1
"701",1,16,11,-5,-13.7067550862642,-0.1826,3.8794,-2
"702",1,18,0,-18,-22.7700352341594,12.8174,14.8794,0
"703",1,23,2,-21,-28.4170339692379,15.8174,12.8794,5
"704",1,17,1,-16,-21.2028052295419,10.8174,13.8794,-1
"705",1,23,14,-9,-21.1074757902535,3.8174,0.8794,5
"706",1,20,12,-8,-18.3468757324618,2.8174,2.8794,2
"707",1,26,2,-24,-32.1068208561165,18.8174,12.8794,8
"708",1,25,22,-3,-18.8110927802218,-2.1826,-7.1206,7
"709",1,16,12,-4,-13.239860056339,-1.1826,2.8794,-2
"710",1,22,21,-1,-15.6414597424798,-4.1826,-6.1206,4
"711",1,16,5,-11,-17.0413340296966,5.8174,9.8794,-2
"712",1,17,8,-9,-16.7040802233226,3.8174,6.8794,-1
"713",1,18,27,9,-6.59697148279083,-14.1826,-12.1206,0
"714",1,17,21,4,-9.06453380689,-9.1826,-6.1206,-1
"715",1,20,9,-11,-19.9718127096518,5.8174,5.8794,2
"716",1,15,7,-8,-14.7631544413022,2.8174,7.8794,-3
"717",1,16,14,-2,-12.0902303018546,-3.1826,0.8794,-2
"718",1,24,10,-14,-24.6577281469808,8.8174,4.8794,6
"719",1,23,5,-18,-26.4932663710698,12.8174,9.8794,5
"720",1,21,13,-8,-18.7964666571107,2.8174,1.8794,3
"721",1,14,8,-6,-12.5142193394451,0.8174,6.8794,-4
"722",1,23,9,-14,-23.9506477577299,8.8174,5.8794,5
"723",1,21,27,6,-10.6119971268736,-11.1826,-12.1206,3
"724",1,21,23,2,-13.0156300499178,-7.1826,-8.1206,3
"725",1,23,1,-22,-28.8631596084835,16.8174,13.8794,5
"726",1,27,30,3,-16.4346703937199,-8.1826,-15.1206,9
"727",1,23,1,-22,-28.7167888631809,16.8174,13.8794,5
"728",1,21,14,-7,-18.3753188893086,1.8174,0.8794,3
"729",1,24,28,4,-14.0448075761274,-9.1826,-13.1206,6
"730",1,28,0,-28,-35.6513298888601,22.8174,14.8794,10
"731",1,20,13,-7,-17.6755047357972,1.8174,1.8794,2
"732",1,21,15,-6,-17.9850640461512,0.8174,-0.1206,3
"733",1,20,0,-20,-25.628285035837,14.8174,14.8794,2
"734",1,16,11,-5,-13.9857357740391,-0.1826,3.8794,-2
"735",1,25,28,3,-14.9489363716605,-8.1826,-13.1206,7
"736",1,14,24,10,-3.17473460899827,-15.1826,-9.1206,-4
"737",1,18,6,-12,-19.3387048286738,6.8174,8.8794,0
"738",1,21,22,1,-13.6081022781464,-6.1826,-7.1206,3
"739",1,14,20,6,-5.62112586259041,-11.1826,-5.1206,-4
"740",1,23,26,3,-13.9382251137071,-8.1826,-11.1206,5
"741",1,16,16,0,-10.5309338719464,-5.1826,-1.1206,-2
"742",1,21,20,-1,-14.8945971583566,-4.1826,-5.1206,3
"743",1,11,30,19,4.20909029250717,-24.1826,-15.1206,-7
"744",1,13,19,6,-4.93285949026531,-11.1826,-4.1206,-5
"745",1,16,4,-12,-17.9242714529389,6.8174,10.8794,-2
"746",1,20,7,-13,-21.3542319088882,7.8174,7.8794,2
"747",1,31,19,-12,-28.4739436149637,6.8174,-4.1206,13
"748",1,18,11,-7,-16.2479116552154,1.8174,3.8794,0
"749",1,18,25,7,-7.91428852975133,-12.1826,-10.1206,0
"750",1,14,23,9,-3.93019015454132,-14.1826,-8.1206,-4
"751",1,17,17,0,-11.4792603022501,-5.1826,-2.1206,-1
"752",1,18,1,-17,-22.4519491528568,11.8174,13.8794,0
"753",1,24,1,-23,-29.86722313461,17.8174,13.8794,6
"754",1,23,24,1,-14.8003420297374,-6.1826,-9.1206,5
"755",1,18,8,-10,-18.173498674653,4.8174,6.8794,0
"756",1,21,10,-11,-20.5608222572737,5.8174,4.8794,3
"757",1,22,9,-13,-22.6888139222088,7.8174,5.8794,4
"758",1,21,10,-11,-20.9783309535661,5.8174,4.8794,3
"759",1,24,7,-17,-26.658383337401,11.8174,7.8794,6
"760",1,12,29,17,2.43601161115019,-22.1826,-14.1206,-6
"761",1,17,24,7,-7.2922535592963,-12.1826,-9.1206,-1
"762",1,13,2,-11,-15.0793664358846,5.8174,12.8794,-5
"763",1,24,18,-6,-19.8000158970959,0.8174,-3.1206,6
"764",1,22,17,-5,-17.6796290982836,-0.1826,-2.1206,4
"765",1,21,9,-12,-21.4315423344681,6.8174,5.8794,3
"766",1,24,12,-12,-23.5587892562135,6.8174,2.8794,6
"767",1,23,7,-16,-25.2585746280542,10.8174,7.8794,5
"768",1,16,5,-11,-17.5180696689076,5.8174,9.8794,-2
"769",1,20,21,1,-13.1150157994932,-6.1826,-6.1206,2
"770",1,31,18,-13,-29.0726859194316,7.8174,-3.1206,13
"771",1,22,13,-9,-20.1782069313129,3.8174,1.8794,4
"772",1,21,5,-16,-23.6902851779561,10.8174,9.8794,3
"773",1,17,26,9,-6.00390919014068,-14.1826,-11.1206,-1
"774",1,23,4,-19,-26.8968199255787,13.8174,10.8794,5
"775",1,16,15,-1,-11.2108111857202,-4.1826,-0.1206,-2
"776",1,14,25,11,-2.8708428930511,-16.1826,-10.1206,-4
"777",1,21,15,-6,-17.7598006277901,0.8174,-0.1206,3
"778",1,19,21,2,-11.3901420858298,-7.1826,-6.1206,1
"779",1,23,6,-17,-25.5515460136357,11.8174,8.8794,5
"780",1,18,20,2,-10.7542855759505,-7.1826,-5.1206,0
"781",1,23,21,-2,-16.8188832859995,-3.1826,-6.1206,5
"782",1,12,10,-2,-9.31346107588785,-3.1826,4.8794,-6
"783",1,16,23,7,-6.40156611889494,-12.1826,-8.1206,-2
"784",1,11,18,7,-3.08731338526583,-12.1826,-3.1206,-7
"785",1,14,13,-1,-9.96460299961757,-4.1826,1.8794,-4
"786",1,16,15,-1,-11.0376107028895,-4.1826,-0.1206,-2
"787",1,19,24,5,-9.90515468898375,-10.1826,-9.1206,1
"788",1,23,27,4,-13.1160584025949,-9.1826,-12.1206,5
"789",1,22,4,-18,-25.5520210512454,12.8174,10.8794,4
"790",1,23,15,-8,-20.3447168574368,2.8174,-0.1206,5
"791",1,20,21,1,-13.1136408990063,-6.1826,-6.1206,2
"792",1,23,19,-4,-17.9278522696812,-1.1826,-4.1206,5
"793",1,16,22,6,-6.70078788319457,-11.1826,-7.1206,-2
"794",1,21,18,-3,-15.9997366742369,-2.1826,-3.1206,3
"795",1,21,2,-19,-25.3355134977047,13.8174,12.8794,3
"796",1,19,13,-6,-16.3849096837025,0.8174,1.8794,1
"797",1,18,4,-14,-20.5840064031262,8.8174,10.8794,0
"798",1,23,30,7,-11.3013472888951,-12.1826,-15.1206,5
"799",1,22,15,-7,-18.9711812302662,1.8174,-0.1206,4
"800",1,22,29,7,-10.8673865357356,-12.1826,-14.1206,4
"801",1,22,10,-12,-22.1195101495291,6.8174,4.8794,4
"802",1,19,9,-10,-18.7854720203191,4.8174,5.8794,1
"803",1,16,23,7,-6.34361114517932,-12.1826,-8.1206,-2
"804",1,23,18,-5,-18.6449731927431,-0.1826,-3.1206,5
"805",1,25,24,-1,-17.6017096899902,-4.1826,-9.1206,7
"806",1,29,12,-17,-30.0800893818869,11.8174,2.8794,11
"807",1,17,1,-16,-20.9303371898326,10.8174,13.8794,-1
"808",1,17,2,-15,-20.352451715948,9.8174,12.8794,-1
"809",1,18,14,-4,-14.3072037399491,-1.1826,0.8794,0
"810",1,20,0,-20,-25.6090556447487,14.8174,14.8794,2
"811",1,26,26,0,-17.4563708457054,-5.1826,-11.1206,8
"812",1,18,4,-14,-20.5056518361644,8.8174,10.8794,0
"813",1,19,9,-10,-18.9005508002173,4.8174,5.8794,1
"814",1,18,21,3,-10.2156071746328,-8.1826,-6.1206,0
"815",1,18,6,-12,-19.1396831951455,6.8174,8.8794,0
"816",1,23,21,-2,-16.7373071288518,-3.1826,-6.1206,5
"817",1,31,4,-27,-37.1366598030161,21.8174,10.8794,13
"818",1,19,9,-10,-18.8217639103261,4.8174,5.8794,1
"819",1,20,0,-20,-25.6359880134744,14.8174,14.8794,2
"820",1,19,30,11,-6.2120031436751,-16.1826,-15.1206,1
"821",1,33,28,-5,-25.6376942785984,-0.1826,-13.1206,15
"822",1,30,13,-17,-30.5934883065587,11.8174,1.8794,12
"823",1,18,4,-14,-20.5312523932837,8.8174,10.8794,0
