"","a","a2","p","p2","x.cor","x.cor2","y1","y2","y3","y4"
"230",10,100,12,144,2.04202987253666,4.16988600033208,5.90588349276939,3.28612961475783,3.03853222504164,5.03223236575564
"231",11,121,12,144,0.187094936612993,0.03500451530622,6.58917726601864,2.71889156286824,5.15856496675648,5.40402994598471
"232",12,144,12,144,-0.457905067130923,0.209677050504175,5.8171659653386,3.62315281312169,2.84884046926619,4.88204791446644
"233",13,169,12,144,-1.06609724462032,1.13656333498705,4.14993358521708,2.39539790183769,3.75867650802201,7.30959597675182
"234",14,196,12,144,-2.84520715288818,8.09520374284606,4.71682089890355,1.67381236643326,3.08502357057514,5.42447752359581
"235",15,225,12,144,-2.03091443004087,4.12461342214822,5.06063409349389,3.32174462742732,-0.729267037754368,4.98533758696921
"236",16,256,12,144,-3.10200922051445,9.62246120415664,4.90091658722952,4.22823542648596,0.995991800538331,5.47523489788645
"237",17,289,12,144,-5.05006425175816,25.5031489468857,2.13530454245864,-0.189819525330357,1.94189444596722,4.95571693376841
"238",18,324,12,144,-6.91693137958646,47.8439397099078,3.60942717442895,0.128591258096445,-0.947239845022608,5.79389064433914
"239",19,361,12,144,-6.95105907786638,48.3172223039885,2.32892252841449,1.89019907206924,-0.00294346545357843,4.96114824422341
"240",20,400,12,144,-7.32594927866012,53.6695328335007,2.8194133572902,1.08131184305023,-0.792082365610662,6.73661825364946
"241",1,1,13,169,11.8790250718594,141.111236657863,7.95564559110053,7.08370900947569,3.34914937826775,3.88988209746246
"242",2,4,13,169,11.6077629528008,134.740160768416,9.58634936108314,7.05429596976746,5.62806811845158,3.6383115898125
"243",3,9,13,169,10.4940370284021,110.124813153474,7.18920360677337,7.3002783191135,3.60073964866966,4.93827185764184
"244",4,16,13,169,8.65469546569511,74.9037536039235,8.61039035593777,5.88613314271097,5.69708227005736,6.25367413375629
"245",5,25,13,169,7.68737719487399,59.0957681362687,6.07829915367155,8.27749787776276,3.13939987978731,5.33674251778191
"246",6,36,13,169,7.49815112445503,56.2222702851663,7.09161986196796,5.57850697409601,4.81498374967564,3.62335204808042
"247",7,49,13,169,5.08935746178031,25.9015593737789,7.0717525052269,4.6724492322421,3.14374261404954,4.40967505967406
"248",8,64,13,169,4.73500250838697,22.4202487544309,5.17571617612148,6.08172564970834,3.57906896603716,7.04206694247589
"249",9,81,13,169,4.93823483306915,24.3861632665375,7.06462846402471,4.85957834023253,4.51465271575739,5.14580914100055
"250",10,100,13,169,3.28294669464231,10.7777389998628,7.068646733231,5.09558333077765,4.21845691020571,4.80183460437978
"251",11,121,13,169,2.94072383036837,8.64785664649642,6.13791367190784,5.43992223790651,3.62687447877765,5.26679428403764
"252",12,144,13,169,0.0617010360583663,0.00380701785067582,5.81758353638147,2.45307204943239,1.65618268100507,7.21000016030478
"253",13,169,13,169,-0.899406572803855,0.808932183202776,5.93879084052981,3.94638528216423,2.80095702142333,4.65728905062937
"254",14,196,13,169,-1.96933783218265,3.87829149726584,4.3353300460546,3.82118116495268,1.45739478163478,4.81079612496252
"255",15,225,13,169,-2.81878162873909,7.94552987051699,4.78584448080048,1.70310167636203,1.21929415355106,6.62488066305499
"256",16,256,13,169,-3.58123094122857,12.8252150544129,5.07296733109742,2.28692473416335,0.807165457714678,5.63700574360318
"257",17,289,13,169,-4.21652308991179,17.7790669677593,5.75544366253631,2.66157010401575,-1.17338514136843,7.95590646878508
"258",18,324,13,169,-4.40292978286743,19.385790672861,5.32431234842865,4.49761037760697,0.849000192704609,6.47677357775829
"259",19,361,13,169,-6.14810262713581,37.7991659137943,4.36366675502999,2.27842592049103,-0.744106348091435,5.53473101824967
"260",20,400,13,169,-6.34413331048563,40.2480274612134,2.99989989960261,2.3373332904017,-1.1985831273663,6.62342590785634
"261",1,1,14,196,13.5054696495645,182.397710455307,9.37731760488762,8.12008980575103,3.58804169211088,3.78269427213389
"262",2,4,14,196,12.0429359329864,145.032305886016,8.64950621220813,7.51715578262815,3.55221175629027,5.31275550471482
"263",3,9,14,196,11.8493401054293,140.406860934135,10.6784935854687,6.13287321764653,5.40330956002285,4.76285477491333
"264",4,16,14,196,9.73899175878614,94.8479604777044,10.1546386958773,6.8836277497412,3.2704678290054,3.72861040084387
"265",5,25,14,196,8.81413149740547,77.6889140535552,8.90228948243788,8.45817748014227,4.94105503336594,5.27343306305121
"266",6,36,14,196,8.77996088890359,77.0877132106767,8.15974349188501,7.171422635175,3.3954309601697,6.64018900888686
"267",7,49,14,196,6.43827278539538,41.4513564591628,7.96711909156284,6.43137041571936,3.99340862197397,5.87200139647755
"268",8,64,14,196,5.18700521346182,26.9050230844801,7.36941804994133,7.98984941342986,3.87916524008282,7.29115893042382
"269",9,81,14,196,4.43605680484325,19.6785999757961,9.1298172972004,3.54859448835819,4.5347447787035,6.41466637664927
"270",10,100,14,196,3.68142628762871,13.5528995112437,7.48339262254203,5.1308974817353,3.54778872040117,6.74729471788907
"271",11,121,14,196,3.12901886552572,9.79075906081588,8.05436108968206,5.68768015425811,3.74560992262571,6.00991538279386
"272",12,144,14,196,2.2719038054347,5.16154690114869,7.9827257900651,3.2240637572217,1.72792015678296,6.32876094215627
"273",13,169,14,196,1.48351953132078,2.20083019981023,6.87688683284374,6.26878674371465,4.73835557257141,7.20350235896156
"274",14,196,14,196,0.00891726417466998,7.95176003608527e-05,5.77099520795909,4.21409631070573,0.586405505071936,8.86187880547668
"275",15,225,14,196,-0.419188122730702,0.17571868223849,5.27075865223317,5.03434982862265,1.87117653909102,6.35961748944198
"276",16,256,14,196,-1.5399441937916,2.37142811999245,5.53730899873271,4.48513948522263,0.725912793970063,7.43958844217616
"277",17,289,14,196,-2.66807113727555,7.11860359356283,6.37784308971249,3.1998456139561,1.16540240257212,7.18379810542901
"278",18,324,14,196,-3.47656540712342,12.0865070300072,6.41176530175752,4.23099535243403,0.702462143320356,7.74704090652224
"279",19,361,14,196,-4.03386852610856,16.2720952859293,5.77665331494891,3.38520895202035,0.99900799842699,5.98086819245111
"280",20,400,14,196,-6.50251978449523,42.2827635477519,4.20003665281186,1.9663052769408,0.922833983090446,6.24824156026074
"281",1,1,15,225,13.7458948972635,188.949626526615,10.2514763209591,9.07608872538051,2.84371579523454,5.89537640532769
"282",2,4,15,225,12.6555844130926,160.163816836912,10.6767205183631,8.1739445335649,4.76885701813161,4.77719532275232
"283",3,9,15,225,12.0980615550652,146.363093390147,12.1951172082445,9.80025706526481,3.13739860151964,4.5593075346253
"284",4,16,15,225,11.9196931333281,142.079084392709,8.81512799505339,8.26887707743784,5.11109187340474,5.47509511674035
"285",5,25,15,225,10.4551061838865,109.309245316342,9.13003731169813,8.93503731494959,5.48324291778011,6.09971947843064
"286",6,36,15,225,9.94313003774732,98.8658349475531,8.07480407693867,8.90476875359279,6.01686615005861,6.00969208873069
"287",7,49,15,225,7.14456083625555,51.0447495429566,9.82818094992866,7.79375309181744,4.19103980573188,6.17337622655597
"288",8,64,15,225,7.77396641951054,60.4345538916776,9.1164238372897,7.24595982268174,3.56715029650721,6.45395254398663
"289",9,81,15,225,5.042707094457,25.428894840487,7.65068600417507,7.68581562281923,4.79700046299954,8.15104244178262
"290",10,100,15,225,5.41063235979527,29.2749425328638,7.14665112744747,5.84686108096112,2.62589169705267,7.93307509784353
"291",11,121,15,225,4.28646513540298,18.3737833570253,8.47435500439366,5.24147339424648,4.04455204262884,8.87585681462808
"292",12,144,15,225,2.99397251708433,8.96387143305628,8.27630666747341,7.08169514691846,4.27463248465634,4.16082442297597
"293",13,169,15,225,1.83029013453051,3.34996197655973,6.79889002901646,5.77672686674387,1.58225421556135,6.82724777429796
"294",14,196,15,225,1.15414838353172,1.33205849120888,7.89316756110705,4.31332418101994,1.76116231706362,7.1683506745528
"295",15,225,15,225,-0.0855966028757393,0.00732677842386703,7.68958509776506,5.10757020667774,1.78909319227678,6.64303609891832
"296",16,256,15,225,-0.201063936576247,0.0404267065915372,8.1158565139375,6.85549877713657,3.02270236256752,7.86393786593027
"297",17,289,15,225,-2.75483302120119,7.58910497470049,6.40984447615564,5.05487349939494,0.128691124034378,7.2073714921019
"298",18,324,15,225,-3.45648004952818,11.9472543327863,4.35719470333065,2.71255149302676,-0.307647374244813,8.32090387395159
"299",19,361,15,225,-3.46414158819243,12.0002769430444,5.96429543104875,3.19546768648926,0.579575484489072,6.99249690306476
"300",20,400,15,225,-5.39306895434856,29.0851927463583,5.73758016132704,3.49385586847867,-1.08200825990068,7.92758433639585
"301",1,1,16,256,15.0704113366082,227.11729785457,10.452457922573,10.0846851881278,4.08277000522675,5.44156282638002
"302",2,4,16,256,14.6709822234698,215.237719401366,12.5214521953632,11.6118175111736,5.4525327256968,7.28976465765401
"303",3,9,16,256,12.5496529885568,157.493790133192,11.91589920782,9.3270240279558,5.63021161669081,6.33538498135147
"304",4,16,16,256,12.3964685234241,153.672431852245,10.6322472306437,11.6202531802129,6.70757829361269,6.79562212540317
"305",5,25,16,256,10.1458761980757,102.938803826679,10.089690024389,9.48267818305515,4.60052142037056,7.13800188340296
"306",6,36,16,256,9.38756707729772,88.126415630764,9.93736021389248,7.85641496922591,4.72083061862762,8.86421683726208
"307",7,49,16,256,9.32492615655065,86.9542478251224,11.2596754550657,9.21824194416192,5.29554661318262,9.10870717354916
"308",8,64,16,256,7.65805623773485,58.6458253403097,9.44751030282011,8.3700943042021,4.02013437525817,8.13134469395663
"309",9,81,16,256,6.24696533801034,39.0245759343027,8.34334255115751,6.61559261823153,3.35736858012907,8.89706646716167
"310",10,100,16,256,6.7362785153091,45.3774482358149,10.1986556565073,8.24480211144858,5.71222236951245,7.78089544126195
"311",11,121,16,256,5.73985076602548,32.9458868162433,8.96293515590332,8.01661769566178,2.9967457260593,7.39754478855843
"312",12,144,16,256,4.70459413481876,22.1332059733711,8.2175493931802,6.30933960504358,0.698499187164131,7.03190204701614
"313",13,169,16,256,3.64742135675624,13.3036825537215,9.11884827454965,7.2727081355255,4.49303233878756,5.79050365855953
"314",14,196,16,256,2.92672434123233,8.56571536956181,9.01506691038318,7.93050660553666,4.31516251529612,8.71495444159639
"315",15,225,16,256,1.53392179869115,2.3529160844999,8.19319473296616,5.54799929434724,4.26462481269922,8.38738724508633
"316",16,256,16,256,0.0454145288094878,0.0020624794269878,9.09879798075797,4.32125460832423,1.68327677882773,7.03415129203936
"317",17,289,16,256,-1.54303227644414,2.38094860614838,9.18765155870363,5.36597915213176,2.5220220169186,8.03466429224775
"318",18,324,16,256,-1.17291500791907,1.3757296158018,7.43329572321875,5.56358427830354,1.55371156996272,8.48862927449795
"319",19,361,16,256,-3.2639632713981,10.6534562370358,7.41154091870071,4.3763068191634,0.264468908035349,8.10862020020156
"320",20,400,16,256,-3.76219861395657,14.1541384108567,5.82475367099163,5.46715202507188,0.662754577022071,7.46567714497975
"321",1,1,17,289,15.7436913992278,247.86381887412,11.3861833763578,12.0652766371052,5.19721954988276,7.55034647601423
"322",2,4,17,289,14.2437975066714,202.885767411058,12.1579616789389,11.3398969962177,6.00400525301779,8.19493282361838
"323",3,9,17,289,13.3069274011068,177.074316858327,12.443217490788,13.0757678539783,5.69026924556957,7.80923746238938
"324",4,16,17,289,13.4130220096558,179.909159431512,12.1689909549123,12.2798836119891,5.93772413278697,7.23482205405626
"325",5,25,17,289,11.7992040556855,139.221216347706,13.6543038186355,8.33643247867801,4.82769236707961,8.69487849144519
"326",6,36,17,289,10.4026536280289,108.215202504743,10.8564000134738,10.0517856692584,3.91586543848601,7.18118094347248
"327",7,49,17,289,10.7881419830956,116.384007447429,13.3098451785519,10.4187335007486,6.48819672921245,7.07944033843867
"328",8,64,17,289,8.03380307694897,64.5419918791948,9.90303203223863,9.57849899781592,5.12157125726202,8.28362567520341
"329",9,81,17,289,8.74247100902721,76.4307993436813,13.2132377834359,9.24666541538844,6.17722752351001,7.71438922319195
"330",10,100,17,289,6.53230474470183,42.6710052776541,9.20383024664632,9.98475608946716,4.79805230057923,8.04554824694078
"331",11,121,17,289,5.85839801933616,34.3208273529619,10.2244301560105,7.10465143305227,4.81927124278832,8.53588712781144
"332",12,144,17,289,4.70948570920154,22.1792556451736,9.67659701845929,9.01503096324402,1.91994206864115,8.39961117469113
"333",13,169,17,289,4.56467772228643,20.8362827083381,8.94066422757012,9.16981289398675,4.93141847043381,7.72949075385768
"334",14,196,17,289,3.06181314773858,9.37469975166481,11.8605367150655,7.81366543857139,1.83467953639223,10.451603904588
"335",15,225,17,289,1.90144463581964,3.6154917030873,8.94030499525657,7.81015077570462,3.81200079575926,10.2922712659213
"336",16,256,17,289,1.12342930259183,1.26209339792197,9.28567771398533,7.56680789983931,3.4381321491664,8.11864196669841
"337",17,289,17,289,0.101509167812765,0.01030411115004,9.92854297792647,5.26483742762208,2.00600506331596,9.38225979719188
"338",18,324,17,289,-1.30087048048154,1.69226400698826,8.32751175679559,5.60925567409557,1.45228791916485,9.2401990580886
"339",19,361,17,289,-2.78031688090414,7.73016195824052,7.23526956978202,4.12290731792844,0.622781728505192,8.39142969256029
"340",20,400,17,289,-3.93997539998963,15.5234061525235,6.62624308633085,4.12873281955303,0.120018824152987,9.8633033258373
"341",1,1,18,324,17.9707532613538,322.947972780459,13.3615083231807,13.3624123887238,7.69537143144635,6.77598200446561
"342",2,4,18,324,16.8007102590054,282.26386520705,14.1383787334661,14.1676094206242,5.03847212380842,8.82336820421468
"343",3,9,18,324,15.7077204235829,246.732480905445,13.7190158903089,13.2876094998585,5.44290788210006,9.2774913450295
"344",4,16,18,324,13.0752249495126,170.961507480358,11.1719113469966,12.2883272018729,3.69751577557086,8.58549095213494
"345",5,25,18,324,13.0492440289818,170.282769727917,13.3226861470231,13.0783154583704,5.41994805119956,9.99267872914774
"346",6,36,18,324,12.165869444143,148.008379331933,13.381905119645,11.9268230751369,5.36068329613737,9.36650080243043
"347",7,49,18,324,10.0036915927194,100.073845482245,13.4395487668754,8.37946548804705,5.45636069915107,9.11384499728629
"348",8,64,18,324,9.87618893291801,97.5391078386922,12.2128486169472,10.1867329468543,5.23925701093876,8.65811799513464
"349",9,81,18,324,9.31895698746666,86.8429593342537,12.6093018428721,10.8876377624757,5.70726241955844,9.42745389206468
"350",10,100,18,324,8.27018267288804,68.3959214429376,12.2098641048401,9.16259547609662,4.68236939466088,9.58419140613914
"351",11,121,18,324,7.29398999782279,53.2022900883389,11.4134418848141,8.41460506821785,6.37127093801377,8.62362832922891
"352",12,144,18,324,6.23852054076269,38.919138537518,10.3321669796879,7.8802167360802,3.43014366768948,9.29206035169113
"353",13,169,18,324,5.81300499243662,33.791027042093,12.2523470665349,8.12980344681484,4.76229672153848,9.65814934083605
"354",14,196,18,324,4.05162381054834,16.4156555022022,9.95098262420898,7.90612886533455,4.88020676888416,8.20396422061965
"355",15,225,18,324,2.94892935920507,8.69618436558161,10.2395626310524,7.79371485031045,4.24407988645632,9.20953511371574
"356",16,256,18,324,2.81600415147841,7.92987938114364,10.261742131281,8.30419711266997,2.93684507318471,10.3262870762614
"357",17,289,18,324,1.49770065303892,2.2431072461132,11.581157632698,7.68490756363194,3.99355699693041,8.02828352679309
"358",18,324,18,324,0.0939922640100121,0.00883454569372782,8.0232193430019,7.05294560423876,2.16459917776164,9.49319895405875
"359",19,361,18,324,-1.34676146041602,1.81376643126189,8.60996294191674,6.6205134224803,0.101169661314503,8.72416646716267
"360",20,400,18,324,-2.61433346895501,6.83473948689834,9.1567711359631,4.32910427015958,-0.594157373278065,9.95868979241595
"361",1,1,19,361,17.8957512364723,320.257912317699,14.4375182506069,13.584406448871,5.14758432430532,8.50682238504705
"362",2,4,19,361,16.0956158479676,259.068849525345,14.1520330311064,14.528821404176,7.5207791248504,9.02113820619161
"363",3,9,19,361,15.9558273172006,254.588425376325,15.5937469495886,11.5966381845362,6.295605229218,10.4740628666287
"364",4,16,19,361,15.2402286045253,232.264567918192,14.8568700940299,13.9565819492832,3.46921797707227,8.67143937552644
"365",5,25,19,361,13.1921145282686,174.031885726955,13.3954083300081,11.5420496043905,6.52264140233558,9.37198710245112
"366",6,36,19,361,12.8863088195212,166.05695499207,14.1893170062844,11.7282999562498,5.611479148511,9.07502891961671
"367",7,49,19,361,12.550962459296,157.526658654657,14.2361174271919,11.1235425808674,5.13538438089296,9.66241491827926
"368",8,64,19,361,11.1113003306091,123.460995036994,14.9611407260243,10.3215126808907,5.52057349241488,9.04044140078573
"369",9,81,19,361,10.9569332133979,120.054385442861,14.0374870537574,12.8070491005009,6.49661403434117,10.8202709812426
"370",10,100,19,361,9.72592690121382,94.5936540877548,13.4467407721344,11.0887047083296,6.31089771631403,9.54109087953489
"371",11,121,19,361,7.52514770720154,56.6278480152006,12.3412377240543,10.0231765691225,2.18863850880496,9.46313361762415
"372",12,144,19,361,7.26830755267292,52.8282946802423,11.9993997208682,9.06489299167868,3.98306483602694,11.4769504356288
